time,Ax,Ay,Az,Gx,Gy,Gz
1711539190.422,8.371,-6.811,2.275,0.023,0.26,0.183
1711539190.528,8.545,-6.871,2.318,0.023,0.244,0.16
1711539190.634,8.404,-6.946,2.275,0.008,0.267,0.183
1711539190.74,8.402,-6.883,2.397,0.023,0.237,0.191
1711539190.846,8.366,-6.809,2.278,0.008,0.237,0.183
1711539190.951,8.378,-6.819,2.338,0.023,0.244,0.176
1711539191.057,8.409,-6.862,2.225,0.031,0.275,0.168
1711539191.163,8.351,-7.025,2.462,0.031,0.282,0.145
1711539191.269,8.385,-6.871,2.397,0.023,0.252,0.183
1711539191.374,8.407,-6.852,2.352,0.015,0.252,0.183
1711539191.48,8.332,-6.874,2.359,0.015,0.229,0.191
1711539191.586,8.373,-6.876,2.213,0.023,0.237,0.191
1711539191.691,8.361,-6.835,2.345,0.015,0.26,0.176
1711539191.797,8.378,-6.855,2.4,0.038,0.221,0.191
1711539191.903,8.344,-6.857,2.433,0.023,0.221,0.191
1711539192.009,8.409,-6.778,2.51,0.046,0.252,0.176
1711539192.114,8.301,-6.867,2.393,0.023,0.206,0.183
1711539192.22,8.414,-6.907,2.35,0.023,0.176,0.168
1711539192.326,8.368,-6.883,2.273,0.031,0.267,0.168
1711539192.432,8.313,-7.013,2.376,1.947,0.214,0.168
1711539192.537,8.378,-6.819,2.378,0.008,0.26,0.16
1711539192.643,8.344,-6.924,2.309,0.023,0.26,0.16
1711539192.749,8.383,-6.847,2.29,0.023,0.252,0.191
1711539192.855,8.366,-6.929,2.361,0.038,0.214,0.176
1711539192.961,8.435,-6.874,2.326,0.031,0.221,0.183
1711539193.066,8.354,-6.867,2.345,0.031,0.252,0.183
1711539193.172,8.368,-6.878,2.407,0.015,0.26,0.168
1711539193.278,8.454,-6.835,2.436,0.023,0.237,0.176
1711539193.384,8.349,-6.859,2.23,0.008,0.244,0.183
1711539193.489,8.342,-6.876,2.395,0.023,0.275,0.168
1711539193.595,8.399,-6.862,2.371,0.015,0.237,0.153
1711539193.701,8.474,-6.912,2.208,0.031,0.221,0.16
1711539193.807,8.354,-6.914,2.306,0.023,0.275,0.183
1711539193.912,8.335,-6.888,2.302,0.015,0.282,0.183
1711539194.018,8.387,-6.766,2.572,0.031,0.252,0.191
1711539194.124,8.33,-6.847,2.376,0.023,0.115,0.16
1711539194.229,8.323,-6.792,2.436,0.0,0.267,0.206
1711539194.335,8.395,-6.881,2.239,0.031,0.397,0.183
1711539194.44,8.282,-6.888,2.436,0.038,0.267,0.16
1711539194.545,8.368,-6.855,2.311,0.015,0.221,0.176
1711539194.651,8.433,-6.852,2.287,0.023,0.221,0.16
1711539194.756,8.378,-6.847,2.33,1.947,0.252,0.168
1711539194.861,8.363,-6.768,2.381,0.031,0.237,0.198
1711539194.967,8.378,-6.886,2.352,0.008,0.206,0.183
1711539195.073,8.397,-6.756,2.292,0.015,0.206,0.176
1711539195.179,8.363,-6.898,2.385,0.023,0.244,0.176
1711539195.285,8.395,-6.845,2.326,0.0,0.214,0.176
1711539195.39,8.368,-6.874,2.309,0.031,0.252,0.16
1711539195.496,8.306,-6.845,2.366,0.023,0.275,0.16
1711539195.602,8.368,-6.749,2.35,0.023,0.275,0.183
1711539195.708,8.397,-6.833,2.426,0.008,0.229,0.183
1711539195.814,8.39,-6.881,2.27,0.023,0.237,0.168
1711539195.919,8.347,-6.883,2.338,0.0,0.206,0.168
1711539196.025,8.337,-6.893,2.388,0.008,0.237,0.168
1711539196.131,8.438,-6.833,2.338,0.023,0.237,0.153
1711539196.237,8.327,-6.867,2.321,0.046,0.229,0.183
1711539196.342,8.438,-6.855,2.335,0.023,0.214,0.191
1711539196.448,8.289,-6.833,2.342,0.023,0.214,0.168
1711539196.554,8.349,-6.756,2.364,0.023,0.221,0.183
1711539196.66,8.371,-6.895,2.409,0.023,0.191,0.168
1711539196.765,8.416,-6.886,2.323,0.008,0.214,0.183
1711539196.871,8.323,-6.886,2.345,0.023,0.229,0.168
1711539196.977,8.323,-6.943,2.33,0.031,0.198,0.191
1711539197.084,8.363,-6.845,2.27,0.0,0.206,0.168
1711539197.189,8.371,-6.907,2.345,0.008,0.229,0.191
1711539197.295,8.359,-6.862,2.359,0.023,0.267,0.176
1711539197.401,8.392,-6.855,2.299,0.031,0.237,0.176
1711539197.506,8.38,-6.922,2.366,0.008,0.221,0.176
1711539197.612,8.383,-6.802,2.328,0.008,0.252,0.176
1711539197.718,8.435,-6.895,2.163,0.038,0.26,0.176
1711539197.824,8.383,-6.898,2.369,0.023,0.237,0.183
1711539197.93,8.38,-6.905,2.338,0.031,0.252,0.183
1711539198.036,8.399,-6.902,2.4,0.008,0.206,0.16
1711539198.142,8.299,-7.041,2.338,0.015,0.244,0.16
1711539198.248,8.39,-6.89,2.445,0.038,0.244,0.183
1711539198.354,8.418,-6.867,2.323,0.031,0.267,0.183
1711539198.459,8.385,-6.809,2.294,0.015,0.229,0.176
1711539198.565,8.363,-6.905,2.268,0.008,0.221,0.183
1711539198.671,8.294,-6.859,2.163,0.023,0.229,0.168
1711539198.777,8.371,-6.96,2.184,0.023,0.214,0.191
1711539198.882,8.323,-6.826,2.189,0.0,0.26,0.145
1711539198.988,8.378,-6.864,2.28,0.008,0.252,0.168
1711539199.094,8.399,-6.847,2.357,0.031,0.244,0.16
1711539199.2,8.311,-6.89,2.304,0.023,0.252,0.191
1711539199.305,8.327,-6.771,2.328,0.008,0.229,0.176
1711539199.411,8.375,-6.859,2.187,0.015,0.252,0.176
1711539199.517,8.342,-6.922,2.34,-0.008,0.244,0.198
1711539199.623,8.356,-6.876,2.244,0.0,0.275,0.16
1711539199.728,8.39,-6.9,2.407,0.008,0.237,0.168
1711539199.834,8.378,-6.752,2.424,0.008,0.229,0.183
1711539199.94,8.409,-6.886,2.431,0.023,0.229,0.176
1711539200.046,8.392,-6.931,2.563,0.008,0.237,0.183
1711539200.152,8.375,-6.919,2.333,-0.008,0.229,0.16
1711539200.257,8.347,-6.823,2.352,0.031,0.267,0.145
1711539200.363,8.387,-6.859,2.373,0.023,0.229,0.191
1711539200.468,8.43,-6.874,2.321,0.008,0.252,0.16
1711539200.574,8.366,-6.809,2.39,0.0,0.244,0.16
1711539200.68,8.344,-6.804,2.371,0.0,0.198,0.176
1711539200.786,8.363,-6.874,2.385,0.023,0.244,0.16
1711539200.891,8.366,-6.893,2.187,0.015,0.237,0.176
1711539200.997,8.39,-6.876,2.294,-0.008,0.29,0.168
1711539201.103,8.363,-6.859,2.383,1.947,0.267,0.176
1711539201.209,8.327,-6.917,2.361,0.053,0.229,0.176
1711539201.314,8.363,-6.883,2.35,0.031,0.221,0.183
1711539201.42,8.375,-6.864,2.335,0.008,0.252,0.16
1711539201.526,8.347,-6.941,2.34,0.023,0.229,0.168
1711539201.632,8.387,-6.867,2.328,0.031,0.237,0.198
1711539201.738,8.337,-6.874,2.316,0.0,0.191,0.176
1711539201.843,8.38,-6.869,2.407,0.031,0.206,0.191
1711539201.949,8.371,-6.883,2.302,0.023,0.229,0.191
1711539202.055,8.368,-6.907,2.292,0.008,0.252,0.16
1711539202.161,8.385,-6.864,2.393,0.023,0.252,0.176
1711539202.267,8.428,-6.871,2.333,0.038,0.267,0.183
1711539202.373,8.395,-6.9,2.359,0.038,0.229,0.183
1711539202.479,8.32,-6.924,2.359,0.008,0.244,0.176
1711539202.584,8.327,-6.828,2.333,0.038,0.275,0.168
1711539202.69,8.301,-6.852,2.34,0.015,0.237,0.168
1711539202.796,8.287,-6.967,2.235,0.0,0.252,0.198
1711539202.902,8.375,-6.878,2.338,0.023,0.206,0.191
1711539203.007,8.356,-6.9,2.371,0.008,0.214,0.153
1711539203.113,8.356,-6.946,2.373,0.031,0.237,0.153
1711539203.219,8.385,-6.859,2.436,0.031,0.244,0.168
1711539203.324,8.418,-6.912,2.294,0.015,0.237,0.168
1711539203.43,8.38,-6.857,2.304,0.031,0.267,0.153
1711539203.536,8.38,-6.881,2.376,0.008,0.229,0.176
1711539203.641,8.342,-6.826,2.34,0.023,0.26,0.16
1711539203.746,8.404,-6.831,2.287,0.023,0.282,0.168
1711539203.852,8.349,-6.926,2.419,0.015,0.229,0.183
1711539203.957,8.383,-6.857,2.421,0.038,0.252,0.176
1711539204.063,8.409,-7.013,2.39,0.023,0.275,0.183
1711539204.168,8.426,-6.929,2.567,0.008,0.229,0.16
1711539204.274,8.359,-6.855,2.345,0.031,0.191,0.168
1711539204.38,8.325,-6.883,2.318,-1.954,0.221,0.183
1711539204.485,8.483,-6.888,2.227,1.947,0.351,0.16
1711539204.591,8.38,-6.867,2.522,0.053,0.252,0.176
1711539204.697,8.277,-6.773,2.359,0.023,0.229,0.191
1711539204.803,8.555,-6.84,2.388,0.015,0.221,0.176
1711539204.908,8.332,-6.883,2.189,0.008,0.244,0.183
1711539205.014,8.378,-6.871,2.393,0.023,0.237,0.176
1711539205.12,8.38,-6.831,2.328,0.023,0.237,0.176
1711539205.226,8.404,-6.898,2.361,0.038,0.252,0.183
1711539205.332,8.39,-6.914,2.424,0.0,0.176,0.16
1711539205.437,8.407,-6.893,2.335,0.015,0.107,0.183
1711539205.543,8.311,-7.037,2.024,0.008,0.176,0.16
1711539205.649,8.373,-7.017,2.251,0.031,0.275,0.168
1711539205.755,8.44,-6.826,2.412,0.0,0.237,0.176
1711539205.86,8.361,-6.902,2.443,0.031,0.252,0.183
1711539205.966,8.344,-6.85,2.34,0.023,0.221,0.183
1711539206.072,8.378,-6.9,2.453,0.008,0.214,0.168
1711539206.177,8.392,-6.857,2.335,0.023,0.244,0.168
1711539206.283,8.347,-6.919,2.316,0.008,0.221,0.183
1711539206.389,8.574,-6.802,2.33,0.038,0.237,0.168
1711539206.495,8.337,-6.871,2.297,0.023,0.237,0.191
1711539206.601,8.407,-6.843,2.33,0.015,0.252,0.168
1711539206.707,8.414,-6.845,2.381,0.015,0.252,0.16
1711539206.812,8.344,-6.907,2.359,0.015,0.252,0.183
1711539206.918,8.344,-6.943,2.359,0.031,0.229,0.16
1711539207.024,8.32,-6.893,2.395,0.008,0.244,0.176
1711539207.129,8.373,-6.821,2.395,0.015,0.221,0.198
1711539207.235,8.318,-6.831,2.381,0.008,0.214,0.198
1711539207.341,8.351,-6.862,2.227,0.008,0.237,0.176
1711539207.447,8.402,-7.032,2.333,0.023,0.267,0.176
1711539207.552,8.375,-6.847,2.359,0.031,0.13,0.168
1711539207.658,8.375,-6.862,1.916,0.015,0.107,0.122
1711539207.765,8.454,-6.867,2.393,0.046,0.412,0.206
1711539207.871,8.33,-6.914,2.414,0.046,0.397,0.191
1711539207.977,8.387,-6.874,2.661,0.038,0.282,0.176
1711539208.082,8.294,-6.878,2.366,0.0,0.145,0.191
1711539208.188,8.404,-7.015,2.539,0.015,0.374,0.153
1711539208.294,8.351,-6.934,2.759,0.031,-1.931,0.191
1711539208.399,8.347,-6.776,2.239,0.015,0.176,0.183
1711539208.505,8.577,-7.01,2.318,0.008,0.153,0.153
1711539208.611,8.378,-6.893,2.908,0.076,0.336,0.168
1711539208.716,8.313,-6.929,2.939,0.015,0.237,0.168
1711539208.822,8.141,-6.948,3.358,0.031,-0.359,0.206
1711539208.928,8.531,-6.881,1.897,0.015,0.473,0.176
1711539209.034,8.361,-6.991,2.702,0.023,0.29,0.145
1711539209.139,8.383,-6.874,2.357,0.023,0.122,0.176
1711539209.245,8.248,-7.001,2.338,0.015,0.534,0.198
1711539209.35,8.184,-6.828,2.474,0.008,-1.939,0.191
1711539209.456,8.428,-6.881,1.708,0.0,0.504,0.168
1711539209.561,8.292,-6.759,2.623,0.031,0.298,0.16
1711539209.666,8.133,-6.776,2.419,0.023,0.13,0.183
1711539209.772,8.366,-6.907,2.29,0.023,0.237,0.176
1711539209.877,8.418,-6.845,2.376,0.015,0.26,0.183
1711539209.983,8.363,-6.862,2.369,0.015,0.206,0.191
1711539210.088,8.368,-6.811,2.323,0.038,0.229,0.191
1711539210.194,8.392,-6.831,2.338,0.046,0.206,0.183
1711539210.3,8.165,-6.802,2.05,0.031,0.122,0.198
1711539210.405,8.39,-6.821,2.306,0.023,0.298,0.191
1711539210.51,8.337,-6.893,2.417,0.008,0.221,0.16
1711539210.616,8.418,-6.852,2.383,0.031,0.221,0.168
1711539210.721,8.507,-6.795,1.894,0.008,0.26,0.16
1711539210.826,8.337,-6.902,2.167,0.038,0.313,0.153
1711539210.932,8.347,-6.917,2.409,0.038,0.183,0.153
1711539211.037,8.409,-6.792,2.412,0.023,0.26,0.168
1711539211.143,8.402,-6.895,2.297,0.015,0.237,0.183
1711539211.249,8.373,-6.826,2.316,0.015,0.229,0.176
1711539211.355,8.414,-6.874,2.366,0.031,0.26,0.153
1711539211.46,8.361,-6.835,2.371,0.031,0.244,0.145
1711539211.566,8.26,-6.835,2.5,0.008,0.244,0.206
1711539211.672,8.373,-6.859,2.069,0.046,0.305,0.183
1711539211.777,8.658,-6.605,2.553,0.038,0.405,0.145
1711539211.883,8.368,-6.759,1.154,-1.939,0.015,0.16
1711539211.989,8.385,-6.823,2.347,0.008,0.16,0.183
1711539212.095,8.387,-6.859,2.469,0.023,0.221,0.176
1711539212.2,8.378,-6.89,1.878,0.023,0.466,0.206
1711539212.306,8.373,-6.795,2.699,0.038,0.191,0.183
1711539212.412,8.275,-6.859,2.033,-1.947,0.145,0.176
1711539212.518,8.397,-6.948,1.665,0.015,0.366,0.153
1711539212.623,8.395,-6.771,2.496,0.031,0.206,0.191
1711539212.729,8.335,-6.852,2.369,0.031,0.267,0.16
1711539212.834,8.387,-6.864,2.409,0.023,0.252,0.168
1711539212.94,8.339,-6.857,2.443,0.015,0.252,0.206
1711539213.046,8.368,-6.914,2.369,-0.015,0.282,0.198
1711539213.152,8.428,-6.833,2.306,0.031,0.275,0.168
1711539213.258,8.375,-6.883,2.512,0.031,0.26,0.183
1711539213.364,8.368,-6.878,2.208,0.0,0.13,0.176
1711539213.469,8.548,-6.845,2.419,0.008,0.229,0.183
1711539213.575,8.39,-6.898,2.462,0.0,0.29,0.183
1711539213.681,8.366,-6.871,2.294,0.015,0.221,0.16
1711539213.786,8.395,-6.835,2.254,0.031,0.412,0.176
1711539213.892,8.718,-6.852,1.962,0.031,0.244,0.168
1711539213.998,8.294,-6.862,2.591,0.0,0.42,0.183
1711539214.104,8.375,-6.838,2.642,0.0,0.26,0.176
1711539214.209,8.39,-6.862,2.273,0.023,0.16,0.16
1711539214.314,8.435,-6.9,2.215,0.031,0.237,0.16
1711539214.42,8.277,-6.991,1.897,0.0,0.198,0.153
1711539214.525,8.409,-6.869,2.227,0.0,0.328,0.168
1711539214.63,8.38,-6.828,2.445,0.008,0.229,0.16
1711539214.736,8.023,-7.231,2.685,0.008,0.954,0.229
1711539214.841,8.296,-6.802,1.945,0.008,0.557,0.176
1711539214.947,8.627,-6.735,1.688,0.038,0.473,0.168
1711539215.052,8.308,-6.799,2.534,0.046,0.328,0.176
1711539215.158,8.375,-7.001,2.199,0.008,0.29,0.176
1711539215.264,8.387,-6.747,2.453,0.031,0.244,0.168
1711539215.37,8.354,-6.869,2.409,0.008,0.191,0.176
1711539215.475,8.375,-6.917,2.299,0.0,0.244,0.191
1711539215.581,8.339,-6.936,2.424,0.015,0.244,0.168
1711539215.687,8.327,-6.89,2.314,0.031,0.229,0.183
1711539215.792,8.316,-6.869,2.34,0.015,0.252,0.183
1711539215.898,8.282,-6.809,2.34,0.015,0.229,0.183
1711539216.004,8.399,-6.924,2.421,0.031,0.229,0.183
1711539216.11,8.387,-6.864,2.297,0.023,0.237,0.183
1711539216.215,8.387,-6.855,2.441,0.015,0.282,0.198
1711539216.321,8.363,-6.773,2.429,0.023,0.29,0.176
1711539216.427,8.421,-6.867,2.335,0.015,0.229,0.153
1711539216.532,8.28,-6.871,2.203,0.023,0.229,0.168
1711539216.638,8.378,-6.89,2.299,0.015,0.298,0.191
1711539216.744,8.366,-7.046,2.256,0.031,0.252,0.198
1711539216.849,8.378,-6.862,2.282,0.031,0.275,0.176
1711539216.955,8.296,-6.888,2.369,0.015,0.191,0.176
1711539217.061,8.323,-6.979,2.024,-1.947,1.939,0.183
1711539217.167,8.33,-6.814,2.16,0.031,0.267,0.168
1711539217.272,8.5,-6.847,2.395,0.015,0.282,0.153
1711539217.378,8.332,-6.814,2.048,0.031,0.115,0.16
1711539217.484,8.395,-6.948,2.409,-0.015,0.42,0.191
1711539217.589,8.356,-6.814,2.462,0.038,0.115,0.191
1711539217.695,8.361,-6.874,2.285,0.008,0.168,0.191
1711539217.801,8.399,-7.037,2.39,0.023,0.26,0.168
1711539217.906,8.411,-6.85,2.34,0.015,0.191,0.183
1711539218.012,8.567,-6.855,1.871,0.008,0.191,0.168
1711539218.118,8.327,-7.032,2.438,0.015,0.29,0.168
1711539218.223,8.28,-6.878,2.426,0.023,0.244,0.168
1711539218.329,8.536,-6.828,2.333,0.008,0.206,0.168
1711539218.435,8.454,-6.749,2.366,0.046,0.214,0.176
1711539218.54,8.363,-6.828,2.414,-0.008,0.206,0.16
1711539218.646,8.337,-6.912,2.254,0.015,0.221,0.198
1711539218.751,8.368,-6.871,2.306,0.031,0.168,0.16
1711539218.858,8.373,-6.871,2.366,0.008,0.237,0.168
1711539218.963,8.354,-6.902,2.364,0.015,0.206,0.176
1711539219.069,8.342,-6.838,2.412,0.008,0.328,0.176
1711539219.175,8.349,-6.857,2.417,0.015,0.244,0.198
1711539219.281,8.371,-6.871,2.364,0.0,0.206,0.168
1711539219.386,8.445,-6.833,2.366,0.015,0.183,0.16
1711539219.492,8.555,-6.867,2.127,0.008,0.42,0.153
1711539219.598,8.354,-6.862,2.388,0.023,0.29,0.198
1711539219.704,8.332,-6.833,2.347,0.023,0.008,0.176
1711539219.81,8.392,-6.871,2.227,0.015,0.313,0.183
1711539219.915,8.414,-6.859,2.378,0.031,0.298,0.168
1711539220.021,8.416,-6.874,2.481,0.008,0.298,0.176
1711539220.127,8.32,-6.869,2.445,0.023,0.237,0.214
1711539220.232,8.325,-6.922,2.292,0.023,0.237,0.198
1711539220.338,8.361,-7.032,2.148,0.031,0.214,0.168
1711539220.443,8.299,-7.032,2.297,0.031,0.26,0.191
1711539220.548,8.349,-6.881,2.373,0.008,0.229,0.206
1711539220.654,8.363,-6.613,2.553,-0.672,0.87,-0.031
1711539220.759,8.299,-7.013,2.407,0.015,0.183,0.176
1711539220.865,8.327,-6.852,2.146,0.015,0.191,0.168
1711539220.971,8.196,-6.878,2.345,0.031,0.214,0.221
1711539221.076,8.318,-6.804,2.323,0.038,0.206,0.176
1711539221.182,8.421,-6.929,2.421,0.023,0.206,0.191
1711539221.288,8.452,-6.776,2.338,0.008,0.275,0.198
1711539221.394,8.756,-6.962,1.253,-1.137,0.214,1.947
1711539221.499,8.325,-6.756,2.472,-0.145,0.229,0.107
1711539221.605,8.189,-7.094,2.421,-0.221,-0.046,0.145
1711539221.711,8.359,-6.943,2.431,0.008,0.13,0.168
1711539221.817,8.423,-6.768,2.28,0.015,0.198,0.176
1711539221.923,8.399,-7.022,2.338,0.015,0.229,0.191
1711539222.029,9.338,-6.883,1.492,-0.023,0.023,0.122
1711539222.134,8.466,-6.847,2.244,0.008,0.244,0.183
1711539222.24,8.399,-6.895,2.306,0.015,0.252,0.168
1711539222.346,8.366,-6.893,2.385,0.023,0.26,0.153
1711539222.452,8.418,-6.807,2.084,0.008,0.496,0.16
1711539222.558,8.294,-6.905,2.393,0.008,0.229,0.153
1711539222.663,8.512,-6.934,2.524,0.015,0.244,0.153
1711539222.769,8.567,-6.917,2.268,0.015,0.267,0.176
1711539222.875,8.39,-6.898,2.381,1.947,0.221,0.191
1711539222.981,8.409,-6.881,2.429,0.023,0.305,0.16
1711539223.087,8.351,-6.859,2.433,0.038,0.214,0.183
1711539223.193,8.304,-6.89,2.366,0.015,0.221,0.16
1711539223.298,8.452,-7.305,2.328,-0.29,0.13,0.099
1711539223.404,8.359,-6.874,2.383,0.038,0.16,0.168
1711539223.51,8.371,-6.867,2.395,0.015,0.206,0.153
1711539223.616,8.294,-6.783,2.33,-0.168,0.221,0.107
1711539223.722,8.33,-6.756,2.469,-0.084,0.229,0.137
1711539223.827,8.371,-6.905,2.388,0.046,0.206,0.168
1711539223.933,8.414,-6.864,2.385,0.015,0.229,0.168
1711539224.039,8.301,-6.847,2.328,-0.015,0.267,0.145
1711539224.145,8.548,-6.917,2.326,0.0,0.229,0.168
1711539224.25,8.407,-6.905,2.311,0.046,0.237,0.176
1711539224.355,8.344,-6.78,2.194,0.023,0.244,0.176
1711539224.461,8.392,-6.938,2.39,0.008,0.237,0.176
1711539224.566,8.399,-6.814,2.347,0.008,0.267,0.16
1711539224.671,8.354,-6.867,2.309,0.015,0.267,0.16
1711539224.777,8.414,-6.895,2.352,0.031,0.244,0.16
1711539224.882,8.363,-6.902,2.323,0.031,0.229,0.176
1711539224.988,8.426,-6.845,2.316,0.038,0.229,0.176
1711539225.094,8.402,-6.878,2.278,0.015,0.214,0.183
1711539225.2,8.378,-6.893,2.345,0.008,0.237,0.206
1711539225.306,8.32,-6.847,2.57,0.031,0.221,0.176
1711539225.411,8.342,-6.898,2.407,0.038,0.252,0.183
1711539225.517,8.615,-7.022,1.799,0.023,0.954,0.176
1711539225.623,8.426,-7.017,2.481,0.008,0.282,0.176
1711539225.728,8.526,-6.79,2.244,0.015,0.359,0.198
1711539225.834,8.385,-6.862,2.383,0.023,0.252,0.153
1711539225.94,8.371,-6.838,2.383,0.023,0.237,0.183
1711539226.046,8.359,-6.888,2.385,0.023,0.221,0.183
1711539226.151,8.359,-6.895,2.373,0.0,0.214,0.168
1711539226.257,8.366,-7.046,2.345,0.008,0.252,0.153
1711539226.363,8.39,-6.943,2.323,0.0,0.237,0.153
1711539226.469,8.366,-6.907,2.338,0.023,0.206,0.168
1711539226.574,8.313,-6.878,2.57,0.023,0.214,0.191
1711539226.68,8.368,-6.929,2.385,0.031,0.198,0.176
1711539226.786,8.28,-6.85,2.354,0.023,0.252,0.168
1711539226.892,8.371,-6.859,2.354,0.0,0.237,0.176
1711539226.998,8.375,-6.912,2.318,0.031,0.221,0.168
1711539227.103,8.344,-6.838,2.287,0.038,0.221,0.198
1711539227.209,8.349,-6.852,2.34,0.038,0.229,0.183
1711539227.315,8.397,-6.869,2.369,0.015,0.221,0.191
1711539227.421,8.327,-6.991,2.309,0.031,0.237,0.16
1711539227.527,8.385,-6.948,2.383,0.0,0.221,0.168
1711539227.632,8.359,-6.898,2.373,0.031,0.198,0.191
1711539227.738,8.366,-6.768,2.34,0.015,0.229,0.16
1711539227.844,8.284,-6.878,2.445,0.038,0.191,0.16
1711539227.95,8.344,-7.008,2.311,0.023,0.214,0.183
1711539228.055,8.392,-6.864,2.385,0.015,0.252,0.168
1711539228.161,8.351,-6.835,2.335,0.015,0.198,0.176
1711539228.267,8.344,-6.888,2.357,0.031,0.221,0.191
1711539228.373,8.402,-6.833,2.33,0.031,0.229,0.168
1711539228.479,8.383,-6.878,2.335,0.023,0.244,0.191
1711539228.584,8.335,-6.888,2.326,0.008,0.229,0.168
1711539228.69,8.418,-6.946,2.395,0.038,0.237,0.191
1711539228.796,8.349,-6.855,2.318,0.031,0.229,0.183
1711539228.902,8.387,-6.847,2.326,0.008,0.214,0.176
1711539229.007,8.318,-6.852,2.388,0.031,0.244,0.176
1711539229.113,8.327,-6.835,2.328,0.015,0.221,0.191
1711539229.219,8.217,-6.828,2.46,0.023,0.023,0.16
1711539229.324,8.505,-6.749,2.062,0.015,0.252,0.168
1711539229.429,8.404,-6.869,2.28,-0.008,0.313,0.176
1711539229.535,8.397,-6.821,2.273,0.038,0.389,0.168
1711539229.64,8.347,-6.871,2.304,0.0,0.244,0.176
1711539229.745,8.385,-6.864,2.318,0.008,0.26,0.183
1711539229.851,8.304,-6.934,2.333,0.023,0.229,0.168
1711539229.957,8.385,-6.867,2.453,0.023,0.237,0.168
1711539230.063,8.32,-6.859,2.388,0.031,0.191,0.176
1711539230.168,8.407,-6.852,2.395,0.031,0.244,0.183
1711539230.274,8.287,-6.776,2.306,0.015,0.244,0.183
1711539230.38,8.402,-6.871,2.354,1.947,0.252,0.168
1711539230.486,8.337,-6.907,2.424,-0.015,0.206,0.168
1711539230.591,8.299,-6.898,2.373,0.015,0.221,0.168
1711539230.697,8.385,-6.993,2.366,0.008,0.176,0.145
1711539230.803,8.289,-6.833,2.29,0.008,0.229,0.183
1711539230.909,8.359,-6.852,2.407,0.038,0.176,0.176
1711539231.014,8.692,-6.965,2.838,0.015,0.153,0.153
1711539231.12,8.512,-6.852,2.244,0.0,0.214,0.183
1711539231.226,8.385,-6.953,2.364,0.015,0.275,0.198
1711539231.332,8.438,-6.785,2.314,0.023,0.237,0.191
1711539231.437,8.385,-6.924,2.443,0.008,0.26,0.176
1711539231.543,8.402,-6.855,2.323,0.008,0.237,0.168
1711539231.649,8.335,-6.869,2.443,0.015,0.252,0.183
1711539231.755,8.157,-6.878,2.223,-1.954,0.16,0.168
1711539231.86,8.383,-6.9,2.342,0.023,0.206,0.145
1711539231.966,8.38,-6.874,2.34,-1.954,0.267,0.176
1711539232.072,8.414,-6.867,2.314,0.023,0.267,0.168
1711539232.178,8.407,-6.917,2.338,0.023,0.206,0.168
1711539232.284,8.433,-6.895,2.45,0.008,0.244,0.16
1711539232.389,8.368,-6.9,2.306,0.015,0.221,0.168
1711539232.495,8.347,-6.811,2.376,0.015,0.237,0.168
1711539232.6,8.414,-6.85,2.203,0.023,0.252,0.183
1711539232.706,8.356,-6.948,2.419,0.008,0.221,0.183
1711539232.811,8.371,-6.931,2.453,0.038,0.252,0.191
1711539232.916,8.395,-6.785,2.395,0.023,0.244,0.183
1711539233.022,8.414,-6.857,2.316,0.023,0.237,0.176
1711539233.127,8.368,-6.862,2.359,0.046,0.221,0.168
1711539233.233,8.387,-7.025,2.33,0.023,0.221,0.183
1711539233.338,8.414,-6.924,2.4,0.031,0.237,0.176
1711539233.444,8.407,-6.852,2.347,0.031,0.221,0.183
1711539233.55,8.342,-6.766,3.224,0.0,0.458,0.183
1711539233.656,8.409,-6.862,2.175,0.008,0.084,0.176
1711539233.761,8.342,-6.958,2.299,0.023,0.191,0.183
1711539233.867,8.392,-6.917,2.259,0.015,0.26,0.176
1711539233.973,8.383,-6.859,2.273,0.046,0.229,0.198
1711539234.081,8.371,-7.032,2.441,0.015,0.229,0.198
1711539234.187,8.378,-6.905,2.393,0.0,0.244,0.183
1711539234.292,8.375,-6.905,2.261,0.015,0.229,0.153
1711539234.397,8.356,-6.874,2.373,0.031,0.206,0.137
1711539234.503,8.337,-6.867,2.397,0.023,0.198,0.176
1711539234.608,8.354,-6.855,2.333,0.015,0.229,0.176
1711539234.713,8.296,-6.855,2.191,0.038,0.252,0.16
1711539234.819,8.438,-6.852,2.527,0.015,0.244,0.168
1711539234.925,8.373,-6.946,2.484,0.023,0.153,0.176
1711539235.03,8.435,-6.843,2.323,0.015,0.237,0.16
1711539235.136,8.45,-6.859,2.256,0.038,0.252,0.198
1711539235.242,9.178,-6.996,2.522,0.046,0.115,0.13
1711539235.347,8.548,-6.924,2.342,0.008,0.374,0.16
1711539235.453,8.375,-6.96,2.304,0.038,0.198,0.176
1711539235.558,8.397,-6.831,2.314,0.015,0.198,0.16
1711539235.664,8.351,-6.871,2.27,0.031,0.244,0.16
1711539235.769,8.335,-6.931,2.409,0.023,0.252,0.191
1711539235.875,8.392,-6.89,2.153,0.008,0.244,0.16
1711539235.98,8.347,-7.017,2.395,0.008,0.214,0.16
1711539236.086,8.383,-6.764,2.261,0.015,0.244,0.183
1711539236.192,8.378,-6.924,2.268,0.031,0.275,0.168
1711539236.298,8.32,-6.883,2.254,0.031,0.374,0.183
